customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_paperlessbilling,account_charges_monthly,total_mensual,dias_contrato,total_diario,paymentmethod_credit card (automatic),paymentmethod_electronic check,paymentmethod_mailed check,tipo_contrato_Bienal,tipo_contrato_Mensual,churn_numeric
5539-tmzlf,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,69.75,69.75,30,2.325,False,True,False,False,True,1.0
5542-dhsxl,no,female,0,yes,no,4,yes,no,dsl,yes,yes,no,no,no,no,no,54.7,235.05,30,7.835,False,False,True,False,True,0.0
5542-nkvru,no,female,0,no,no,42,yes,no,no,no internet service,no,no,no,no,no,yes,20.75,844.45,730,1.1567808219178082,False,False,False,True,False,0.0
5542-tbbwb,no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,69.9,69.9,30,2.33,False,True,False,False,True,0.0
5543-qdcry,no,male,0,no,no,4,yes,no,dsl,no,no,no,no,yes,no,yes,56.4,234.85,30,7.828333333333333,False,True,False,False,True,0.0
5546-byzsm,no,female,0,no,no,41,yes,no,no,no internet service,no,no,no,no,no,no,20.45,775.6,30,25.853333333333335,False,True,False,False,True,0.0
5546-queru,no,male,0,no,no,13,yes,no,no,no internet service,no,no,no,no,no,yes,19.95,257.0,365,0.7041095890410959,False,False,True,False,False,0.0
5549-zghfb,no,male,0,yes,yes,50,yes,yes,no,no internet service,no,no,no,no,no,no,24.95,1261.45,730,1.728013698630137,False,False,True,True,False,0.0
5550-vfrlc,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,69.85,69.85,30,2.328333333333333,False,True,False,False,True,1.0
5552-znfsj,yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,no,45.3,45.3,30,1.51,False,True,False,False,True,1.0
5553-aoinx,no,female,1,yes,yes,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,104.9,6891.45,365,18.88068493150685,False,True,False,False,False,0.0
5555-rnpgt,no,male,0,no,yes,10,yes,yes,no,no internet service,no,no,no,no,no,no,24.8,223.9,30,7.463333333333334,True,False,False,False,True,0.0
5561-nwevx,yes,female,1,yes,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,no,79.2,172.85,30,5.761666666666667,False,True,False,False,True,1.0
5562-betpv,no,male,0,yes,yes,1,yes,no,no,no internet service,no,no,no,no,no,no,19.65,19.65,365,0.05383561643835616,False,False,True,False,False,0.0
5562-yjqgt,no,female,0,no,no,2,yes,no,no,no internet service,no,no,no,no,no,no,20.35,35.1,30,1.1700000000000002,True,False,False,False,True,0.0
5564-nemqo,yes,female,1,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,yes,75.3,75.3,30,2.51,False,False,False,False,True,1.0
5565-filxa,yes,female,1,no,no,16,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,96.15,1529.2,30,50.973333333333336,False,True,False,False,True,1.0
5566-soezd,no,male,0,yes,yes,27,yes,no,fiber optic,yes,yes,no,no,no,no,yes,80.65,2209.75,365,6.054109589041096,True,False,False,False,False,0.0
5567-gzkqy,no,male,0,no,no,58,yes,no,no,no internet service,no,no,no,no,no,no,20.3,1131.5,730,1.55,True,False,False,True,False,0.0
5567-wsele,yes,male,1,yes,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,94.6,279.55,30,9.318333333333333,False,True,False,False,True,1.0
5568-dmxzs,no,female,0,no,no,8,yes,no,dsl,no,yes,no,yes,yes,no,yes,65.45,554.45,30,18.48166666666667,False,True,False,False,True,0.0
5569-idsey,no,male,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,105.7,7472.15,365,20.471643835616437,False,False,False,False,False,0.0
5569-kgjhx,yes,female,0,yes,yes,9,yes,yes,fiber optic,no,no,no,no,yes,no,yes,85.35,754.65,30,25.154999999999998,False,False,False,False,True,1.0
5569-ouicf,yes,female,1,yes,no,28,yes,yes,fiber optic,no,no,no,yes,yes,yes,yes,101.3,2812.2,30,93.74,True,False,False,False,True,1.0
5570-ptweh,yes,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,no,no,yes,75.15,216.75,30,7.225,True,False,False,False,True,1.0
5570-zgmeu,,male,0,yes,yes,72,yes,no,fiber optic,yes,no,yes,yes,yes,yes,yes,104.9,7559.55,730,10.35554794520548,True,False,False,True,False,
5572-zdxhy,yes,female,0,no,no,22,yes,no,fiber optic,no,yes,no,no,no,yes,yes,84.3,1855.65,30,61.855000000000004,False,False,True,False,True,1.0
5574-nxziu,no,male,0,no,no,63,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,no,109.2,7049.75,730,9.657191780821918,True,False,False,True,False,0.0
5575-gnvde,no,male,0,no,no,34,yes,no,dsl,yes,no,yes,no,no,no,no,56.95,1889.5,365,5.176712328767123,False,False,True,False,False,0.0
5575-tpizq,no,male,0,no,no,46,yes,yes,fiber optic,yes,no,no,no,yes,no,yes,89.15,4245.55,30,141.51833333333335,True,False,False,False,True,0.0
5577-otwww,yes,female,0,no,no,15,yes,no,no,no internet service,no,no,no,no,no,no,19.75,297.3,30,9.91,False,False,False,False,True,1.0
5578-nkcxi,no,female,0,yes,yes,58,yes,no,fiber optic,yes,yes,no,no,yes,yes,no,99.25,5846.65,365,16.01821917808219,True,False,False,False,False,0.0
5583-ejxrd,no,male,0,yes,yes,44,no,no phone service,dsl,yes,yes,yes,yes,no,yes,yes,54.05,2375.2,730,3.253698630136986,True,False,False,True,False,0.0
5583-sxdag,yes,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,no,70.0,70.0,30,2.3333333333333335,False,True,False,False,True,1.0
5585-wefdd,,female,0,yes,yes,4,yes,no,no,no internet service,no,no,no,no,no,no,20.35,76.35,30,2.545,False,False,True,False,True,
5590-bynii,yes,male,0,no,no,22,yes,yes,fiber optic,yes,no,no,no,yes,yes,yes,100.75,2095.0,30,69.83333333333333,False,True,False,False,True,1.0
5590-yrfjt,yes,female,0,yes,no,20,no,no phone service,dsl,no,no,no,no,no,no,yes,24.45,482.8,30,16.093333333333334,False,True,False,False,True,1.0
5590-zskrv,no,female,0,yes,yes,8,yes,no,dsl,yes,yes,no,no,no,no,no,54.65,482.25,30,16.075,False,False,True,False,True,0.0
5593-suaoo,no,female,0,yes,yes,24,yes,yes,fiber optic,no,yes,yes,no,no,no,no,83.15,2033.05,365,5.57,False,False,False,False,False,0.0
5597-glbuc,yes,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,yes,85.45,85.45,30,2.8483333333333336,False,True,False,False,True,1.0
5598-ikhqq,no,female,0,no,no,72,yes,yes,no,no internet service,no,no,no,no,no,no,25.45,1866.45,730,2.5567808219178083,True,False,False,True,False,0.0
5599-hvltw,no,female,1,no,no,14,yes,yes,fiber optic,no,no,yes,no,no,no,yes,80.35,1058.1,30,35.269999999999996,False,False,False,False,True,0.0
5600-ktxfm,no,male,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,no,69.95,143.9,30,4.796666666666667,False,False,True,False,True,0.0
5600-pdujf,no,male,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,yes,49.5,312.7,30,10.423333333333334,True,False,False,False,True,0.0
5602-bvfmk,no,female,0,no,no,12,yes,no,no,no internet service,no,no,no,no,no,no,19.3,228.75,365,0.6267123287671232,False,False,True,False,False,0.0
5605-iygfg,no,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,yes,69.85,515.45,30,17.18166666666667,False,False,False,False,True,0.0
5605-xnwen,no,male,1,yes,no,72,yes,yes,no,no internet service,no,no,no,no,no,yes,25.0,1802.55,730,2.4692465753424657,False,False,False,True,False,0.0
5606-amzbo,no,female,0,yes,no,10,yes,yes,fiber optic,yes,no,no,no,no,no,yes,78.15,765.15,30,25.505,True,False,False,False,True,0.0
5609-cebid,yes,female,1,no,no,20,yes,yes,fiber optic,no,yes,yes,no,no,yes,yes,94.1,1782.4,30,59.413333333333334,False,True,False,False,True,1.0
5609-imcgg,no,female,0,no,no,15,yes,yes,fiber optic,yes,no,yes,no,no,no,yes,84.35,1302.65,30,43.42166666666667,True,False,False,False,True,0.0
5614-dnzce,no,female,0,no,no,58,yes,no,dsl,yes,yes,yes,yes,no,no,yes,64.9,3795.45,730,5.199246575342466,True,False,False,True,False,0.0
5616-prtnt,yes,male,0,no,yes,20,yes,no,no,no internet service,no,no,no,no,no,yes,19.4,374.5,30,12.483333333333333,False,True,False,False,True,1.0
5619-ptmik,no,female,0,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,no,53.1,2459.8,30,81.99333333333334,False,True,False,False,True,0.0
5619-xzzkr,no,male,0,no,no,4,yes,no,no,no internet service,no,no,no,no,no,no,19.95,68.2,365,0.18684931506849317,False,False,True,False,False,0.0
5622-uejfi,no,female,0,yes,yes,35,yes,yes,no,no internet service,no,no,no,no,no,yes,25.4,949.8,730,1.3010958904109589,True,False,False,True,False,0.0
5624-bqssa,yes,female,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,no,20.95,20.95,30,0.6983333333333334,False,False,True,False,True,1.0
5624-ryamh,no,female,0,no,no,9,yes,no,no,no internet service,no,no,no,no,no,yes,19.5,178.85,30,5.961666666666667,False,True,False,False,True,0.0
5626-mgtuk,no,female,0,no,no,20,yes,yes,fiber optic,yes,no,no,no,yes,no,yes,89.1,1879.25,30,62.641666666666666,False,False,False,False,True,0.0
5627-tvbpp,no,female,0,no,yes,35,yes,no,no,no internet service,no,no,no,no,no,yes,20.1,644.5,365,1.7657534246575342,True,False,False,False,False,0.0
5628-fcgyg,no,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,yes,84.1,1737.45,30,57.915,False,True,False,False,True,0.0
5628-rkifk,no,female,1,no,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,no,101.55,5070.4,30,169.01333333333332,True,False,False,False,True,0.0
5630-ahzil,no,female,0,no,yes,3,yes,no,dsl,yes,no,no,yes,no,yes,yes,64.5,177.4,30,5.913333333333333,False,False,False,False,True,0.0
5630-ixdxv,no,female,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,106.35,4849.1,30,161.63666666666668,False,True,False,False,True,0.0
5639-ntupk,no,male,0,no,yes,13,yes,no,dsl,yes,no,no,no,no,no,yes,52.1,670.65,30,22.355,True,False,False,False,True,0.0
5640-caxoa,no,female,0,no,no,30,no,no phone service,dsl,no,no,no,yes,no,yes,yes,40.35,1187.05,365,3.2521917808219176,True,False,False,False,False,0.0
5641-dmbfj,no,female,0,yes,no,58,yes,yes,dsl,yes,no,yes,yes,yes,yes,yes,84.3,4916.4,730,6.734794520547945,False,True,False,True,False,0.0
5642-mhdqt,no,female,0,yes,yes,53,yes,no,no,no internet service,no,no,no,no,no,yes,19.85,1039.45,365,2.8478082191780825,False,False,False,False,False,0.0
5644-pdmzc,yes,female,1,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,yes,no,89.5,161.5,30,5.383333333333334,False,True,False,False,True,1.0
5647-fxotp,no,female,1,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,105.9,6401.25,30,213.375,False,True,False,False,True,0.0
5647-urdka,no,male,0,yes,yes,8,yes,no,no,no internet service,no,no,no,no,no,no,19.7,130.25,730,0.17842465753424658,False,False,True,True,False,0.0
5649-anrml,yes,male,1,no,no,2,yes,no,fiber optic,no,yes,yes,yes,no,yes,yes,95.1,180.25,30,6.008333333333334,True,False,False,False,True,1.0
5649-rxqtv,no,male,0,no,no,51,yes,no,fiber optic,no,yes,yes,no,yes,yes,yes,99.0,5038.15,30,167.93833333333333,False,True,False,False,True,0.0
5649-tjhov,yes,male,1,yes,no,27,no,no phone service,dsl,no,no,no,no,no,yes,no,36.5,1032.0,30,34.4,False,False,False,False,True,1.0
5649-vukmc,yes,female,0,no,no,12,yes,no,fiber optic,no,no,yes,no,yes,yes,no,95.5,1115.15,365,3.055205479452055,False,False,True,False,False,1.0
5650-vduds,yes,female,0,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,yes,24.25,96.05,30,3.2016666666666667,False,False,True,False,True,1.0
5650-yliba,no,male,0,no,no,31,yes,yes,fiber optic,no,yes,no,no,no,no,yes,81.15,2640.55,30,88.01833333333335,False,True,False,False,True,0.0
5651-cpdnd,no,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,no,46.0,492.1,30,16.403333333333332,False,False,True,False,True,0.0
5651-crhkq,no,female,0,yes,no,41,yes,no,fiber optic,no,yes,yes,yes,no,no,yes,86.2,3339.05,365,9.148082191780823,False,False,False,False,False,0.0
5651-wyiph,no,female,1,no,no,18,yes,no,dsl,no,yes,no,no,no,no,yes,49.85,865.75,30,28.858333333333334,True,False,False,False,True,0.0
5651-ylprd,no,female,0,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,no,yes,86.1,2723.75,30,90.79166666666667,False,True,False,False,True,0.0
5652-msdey,no,female,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,no,yes,75.75,777.3,30,25.91,False,False,True,False,True,0.0
5653-itxjk,,female,0,yes,no,31,yes,no,dsl,no,no,no,yes,no,no,yes,49.2,1498.55,30,49.95166666666667,False,False,True,False,True,
5655-jsmzm,yes,male,1,no,no,49,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,96.2,4718.25,30,157.275,False,True,False,False,True,1.0
5656-jamlx,no,male,0,no,no,62,yes,no,no,no internet service,no,no,no,no,no,no,19.85,1253.65,730,1.7173287671232877,False,False,False,True,False,0.0
5656-mjefc,no,male,0,yes,yes,42,no,no phone service,dsl,yes,no,yes,yes,yes,no,no,48.15,2032.3,730,2.783972602739726,True,False,False,True,False,0.0
5663-qbgis,no,male,1,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,no,98.35,6929.4,730,9.492328767123286,False,False,False,True,False,0.0
5666-cycyz,no,female,0,no,no,24,yes,yes,fiber optic,no,no,no,yes,no,yes,yes,89.55,2259.35,30,75.31166666666667,False,True,False,False,True,0.0
5666-mbjpt,no,male,0,no,no,65,yes,yes,no,no internet service,no,no,no,no,no,yes,25.1,1725.0,730,2.363013698630137,False,False,False,True,False,0.0
5668-meisb,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,no,106.1,7657.4,730,10.48958904109589,True,False,False,True,False,0.0
5669-sraip,yes,female,0,no,no,5,no,no phone service,dsl,no,no,yes,no,no,yes,no,39.5,210.75,30,7.025,False,True,False,False,True,1.0
5671-rqrlp,no,female,1,yes,no,70,yes,yes,fiber optic,no,no,no,no,no,no,yes,75.65,5411.4,730,7.412876712328766,True,False,False,True,False,0.0
5671-uunxd,no,female,1,yes,no,50,yes,yes,fiber optic,no,no,no,yes,yes,yes,yes,100.65,5189.75,365,14.218493150684932,False,True,False,False,False,0.0
5673-fssmf,yes,female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,yes,yes,60.15,60.15,30,2.005,False,True,False,False,True,1.0
5673-tiyib,yes,male,0,no,no,2,no,no phone service,dsl,no,yes,yes,yes,no,no,yes,40.4,77.15,30,2.5716666666666668,True,False,False,False,True,1.0
5676-cflyy,no,male,0,yes,yes,71,yes,no,dsl,no,yes,no,yes,yes,yes,yes,73.35,5154.5,730,7.060958904109589,True,False,False,True,False,0.0
5678-vfneq,no,female,0,yes,no,71,yes,yes,fiber optic,yes,no,yes,no,yes,yes,yes,104.1,7412.25,365,20.307534246575344,True,False,False,False,False,0.0
5680-lqogp,no,female,0,no,no,68,yes,no,dsl,yes,yes,yes,yes,yes,yes,yes,82.45,5646.6,730,7.735068493150686,True,False,False,True,False,0.0
5681-lloei,no,male,0,yes,yes,43,yes,yes,fiber optic,yes,no,yes,yes,no,no,yes,91.25,4013.8,365,10.996712328767124,True,False,False,False,False,0.0
5684-fjvyr,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,no,no,yes,90.35,6563.4,730,8.990958904109588,False,False,False,True,False,0.0
5685-iixly,yes,female,0,yes,yes,5,yes,no,fiber optic,no,yes,no,no,no,yes,yes,83.6,404.2,30,13.473333333333333,False,True,False,False,True,1.0
5686-cmawk,no,male,0,no,no,17,yes,yes,fiber optic,no,no,yes,yes,no,no,no,86.75,1410.25,365,3.8636986301369864,False,True,False,False,False,0.0
5687-dkdtv,yes,female,0,no,no,4,yes,no,no,no internet service,no,no,no,no,no,no,20.35,77.5,30,2.5833333333333335,False,False,True,False,True,1.0
5688-kztsn,yes,male,0,yes,yes,15,yes,no,no,no internet service,no,no,no,no,no,yes,20.0,288.05,30,9.601666666666667,False,True,False,False,True,1.0
5692-fptah,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,yes,45.4,45.4,30,1.5133333333333332,False,False,True,False,True,1.0
5692-icxlw,no,male,1,no,no,31,yes,yes,fiber optic,no,yes,no,no,yes,no,yes,90.7,2845.15,30,94.83833333333334,False,True,False,False,True,0.0
5693-pipcs,no,male,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,yes,99.65,4220.35,730,5.781301369863014,True,False,False,True,False,0.0
5696-ceiqj,no,male,0,yes,yes,67,yes,no,fiber optic,no,yes,yes,yes,yes,yes,no,103.15,6895.5,730,9.445890410958905,False,False,False,True,False,0.0
5696-excys,no,male,0,no,no,17,yes,no,no,no internet service,no,no,no,no,no,no,19.45,369.05,730,0.5055479452054795,True,False,False,True,False,0.0
5696-jvvqy,no,female,0,yes,yes,48,yes,no,dsl,yes,yes,yes,no,no,yes,yes,70.1,3238.4,730,4.4361643835616436,True,False,False,True,False,0.0
5696-qurrl,yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,yes,45.05,45.05,30,1.5016666666666665,False,False,True,False,True,1.0
5697-gombf,no,female,1,yes,yes,28,no,no phone service,dsl,no,no,no,no,yes,no,yes,35.9,973.65,30,32.455,False,True,False,False,True,0.0
5698-bqjoh,yes,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,yes,yes,no,94.4,857.25,30,28.575,False,True,False,False,True,1.0
5699-bncas,no,male,1,no,no,71,yes,yes,no,no internet service,no,no,no,no,no,yes,24.65,1766.75,730,2.4202054794520547,False,False,True,True,False,0.0
5701-guxdc,no,female,0,yes,no,26,no,no phone service,dsl,yes,no,yes,no,no,no,no,35.4,978.6,365,2.6810958904109587,True,False,False,False,False,0.0
5701-svcwr,no,female,0,no,yes,1,yes,yes,no,no internet service,no,no,no,no,no,no,24.0,24.0,30,0.8,False,False,True,False,True,0.0
5701-yvsvf,no,female,1,yes,no,11,yes,no,fiber optic,no,no,no,yes,yes,no,yes,82.9,880.05,30,29.334999999999997,False,True,False,False,True,0.0
5701-zikje,no,male,0,no,no,13,yes,no,dsl,no,no,no,yes,no,no,yes,50.55,610.75,30,20.358333333333334,False,False,True,False,True,0.0
5702-kvqrd,no,male,0,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,yes,82.55,5832.65,730,7.989931506849315,False,True,False,True,False,0.0
5702-skuob,no,female,0,yes,no,4,yes,no,no,no internet service,no,no,no,no,no,no,19.6,93.45,30,3.115,False,False,True,False,True,0.0
5707-orndz,yes,male,1,no,no,9,yes,yes,dsl,yes,no,no,no,no,no,no,54.55,494.05,30,16.468333333333334,False,True,False,False,True,1.0
5707-zmdjp,no,male,0,yes,yes,53,yes,no,dsl,yes,yes,no,yes,yes,no,yes,69.7,3729.6,730,5.109041095890411,False,False,True,True,False,0.0
5708-evonk,yes,female,0,yes,yes,58,yes,yes,fiber optic,yes,yes,no,no,no,yes,yes,93.4,5435.6,30,181.18666666666667,False,False,False,False,True,1.0
5709-lvoeq,no,female,0,yes,yes,0,yes,no,dsl,yes,yes,yes,no,yes,yes,no,80.85,1391.0,730,1.9054794520547946,False,False,True,True,False,0.0
5712-ahqnn,no,female,0,no,no,43,yes,no,fiber optic,no,yes,yes,no,yes,no,yes,91.65,3954.1,30,131.80333333333334,False,True,False,False,True,0.0
5712-ptiww,yes,male,0,no,no,2,yes,no,fiber optic,no,no,yes,yes,no,no,yes,79.85,152.45,30,5.081666666666666,False,True,False,False,True,1.0
5712-vboxd,no,female,0,no,no,4,yes,no,no,no internet service,no,no,no,no,no,yes,20.15,68.45,30,2.2816666666666667,True,False,False,False,True,0.0
5716-ezxzn,no,female,0,yes,yes,65,yes,yes,fiber optic,yes,yes,no,yes,yes,no,yes,99.05,6416.7,730,8.79,True,False,False,True,False,0.0
5716-libjc,no,female,0,no,yes,13,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,104.15,1299.1,365,3.5591780821917807,True,False,False,False,False,0.0
5724-bidbu,no,male,0,yes,no,49,yes,yes,dsl,yes,no,no,no,no,no,yes,55.35,2633.95,365,7.216301369863014,False,True,False,False,False,0.0
5726-cvnya,no,female,0,yes,yes,8,yes,no,no,no internet service,no,no,no,no,no,yes,19.85,146.6,730,0.20082191780821917,False,False,True,True,False,0.0
5727-myate,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,yes,90.8,6397.6,730,8.763835616438357,True,False,False,True,False,0.0
5729-klzar,yes,female,0,yes,yes,4,yes,no,fiber optic,no,no,no,no,no,yes,no,80.85,302.75,30,10.091666666666667,False,True,False,False,True,1.0
5730-dbdsi,no,male,0,no,no,66,yes,no,no,no internet service,no,no,no,no,no,no,19.7,1253.8,730,1.7175342465753425,False,False,False,True,False,0.0
5730-riito,no,female,1,no,no,43,no,no phone service,dsl,yes,yes,no,no,no,no,yes,33.45,1500.25,30,50.00833333333333,True,False,False,False,True,0.0
5732-ikgqh,no,male,1,yes,no,52,yes,no,fiber optic,yes,no,yes,yes,yes,yes,yes,104.45,5481.25,365,15.017123287671232,False,False,False,False,False,0.0
5734-ejkxg,no,female,0,no,no,61,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,118.6,7365.7,365,20.18,False,True,False,False,False,0.0
5736-yejax,no,male,0,no,yes,69,yes,yes,dsl,yes,yes,yes,yes,yes,no,yes,79.45,5502.55,730,7.5377397260273975,True,False,False,True,False,0.0
5740-yhgtw,no,male,0,yes,yes,70,yes,yes,fiber optic,yes,yes,no,no,yes,no,yes,97.55,6669.05,30,222.30166666666668,True,False,False,False,True,0.0
5743-khmna,no,male,0,no,no,71,yes,yes,no,no internet service,no,no,no,no,no,no,25.55,1898.1,730,2.60013698630137,False,False,False,True,False,0.0
5747-pmbsq,yes,male,1,yes,no,10,yes,no,fiber optic,no,yes,yes,yes,yes,no,yes,92.5,934.1,30,31.136666666666667,False,False,True,False,True,1.0
5748-rncjt,yes,male,0,no,no,69,yes,yes,fiber optic,no,no,yes,yes,yes,yes,yes,106.5,7348.8,730,10.066849315068493,False,False,False,True,False,1.0
5751-usdbl,no,male,0,yes,yes,46,yes,no,dsl,yes,no,yes,yes,yes,yes,no,81.0,3846.35,730,5.268972602739726,False,False,True,True,False,0.0
5753-qqwpw,no,female,0,no,no,28,yes,no,dsl,yes,yes,no,yes,no,no,yes,59.9,1654.7,365,4.533424657534247,False,True,False,False,False,0.0
5756-jyojt,no,female,0,no,no,11,yes,no,dsl,no,no,yes,yes,no,yes,no,64.9,697.25,365,1.9102739726027398,True,False,False,False,False,0.0
5756-ozrio,no,male,1,yes,no,61,yes,yes,dsl,no,yes,no,no,no,yes,no,64.05,3902.6,365,10.692054794520548,False,False,False,False,False,0.0
5759-rcvcb,yes,female,0,no,no,3,no,no phone service,dsl,no,no,no,no,yes,no,no,35.2,108.95,30,3.631666666666667,True,False,False,False,True,1.0
5760-fxfvo,no,male,0,no,no,6,yes,no,fiber optic,yes,yes,no,no,no,no,yes,78.95,494.95,30,16.49833333333333,False,True,False,False,True,0.0
5760-ifjoz,no,male,0,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,no,107.95,313.6,30,10.453333333333335,False,False,True,False,True,0.0
5760-wrahc,no,female,1,no,no,22,yes,no,dsl,yes,no,yes,yes,no,yes,yes,69.75,1545.4,30,51.513333333333335,False,False,True,False,True,0.0
5761-byyza,,female,0,yes,yes,38,yes,no,no,no internet service,no,no,no,no,no,no,19.6,763.1,365,2.0906849315068494,True,False,False,False,False,
5762-tjxgk,no,female,0,no,no,52,no,no phone service,dsl,yes,yes,yes,no,yes,yes,yes,58.75,3038.55,730,4.1623972602739725,False,False,False,True,False,0.0
5766-ftrts,no,male,0,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,no,84.45,6033.1,730,8.264520547945207,False,False,True,True,False,0.0
5766-rlnam,,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,115.55,8425.3,730,11.541506849315068,False,True,False,True,False,
5766-xqxmq,yes,female,0,no,no,29,yes,no,dsl,yes,yes,yes,no,no,yes,yes,68.85,1970.5,30,65.68333333333334,False,False,False,False,True,1.0
5766-zjybb,yes,male,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,no,19.4,19.4,30,0.6466666666666666,False,False,True,False,True,1.0
5774-qpltf,no,male,0,yes,yes,50,yes,no,no,no internet service,no,no,no,no,no,yes,20.35,938.95,365,2.5724657534246576,False,False,True,False,False,0.0
5774-xztqc,no,female,0,yes,yes,7,yes,no,no,no internet service,no,no,no,no,no,no,20.45,150.75,30,5.025,False,False,True,False,True,0.0
5777-kjirb,no,female,0,no,no,40,yes,no,dsl,no,no,yes,no,no,no,yes,50.25,2023.55,365,5.543972602739726,False,False,True,False,False,0.0
5777-zpqnc,no,female,0,no,no,12,yes,no,no,no internet service,no,no,no,no,no,no,20.15,260.7,365,0.7142465753424657,False,True,False,False,False,0.0
5778-bvofb,no,female,0,no,no,9,yes,no,dsl,no,no,no,yes,yes,no,yes,59.5,530.05,30,17.668333333333333,False,False,False,False,True,0.0
5780-inqik,no,female,0,no,no,8,yes,no,dsl,no,no,no,yes,no,no,no,49.4,408.25,30,13.608333333333333,False,True,False,False,True,0.0
5781-bkhop,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,no,no,100.65,7334.05,730,10.046643835616438,False,False,False,True,False,0.0
5781-rfzrp,no,male,0,yes,no,71,yes,yes,dsl,yes,yes,no,yes,yes,no,no,73.5,5357.75,730,7.339383561643835,True,False,False,True,False,0.0
5787-kxgiy,no,male,0,yes,no,72,yes,no,no,no internet service,no,no,no,no,no,no,19.3,1304.8,730,1.7873972602739725,True,False,False,True,False,0.0
5788-ypoeg,no,female,0,yes,yes,34,yes,no,dsl,yes,yes,yes,yes,yes,yes,no,84.75,2839.45,730,3.889657534246575,False,False,True,True,False,0.0
5789-ldfxo,no,male,0,no,no,24,yes,yes,no,no internet service,no,no,no,no,no,no,24.6,592.65,365,1.6236986301369862,False,True,False,False,False,0.0
5791-kajfd,no,female,0,yes,yes,56,yes,yes,dsl,yes,no,yes,no,no,yes,yes,68.75,3808.0,365,10.432876712328767,False,False,False,False,False,0.0
5792-jalqc,no,female,1,no,no,52,yes,yes,dsl,yes,no,yes,no,no,no,no,59.85,3103.25,730,4.251027397260274,False,False,False,True,False,0.0
5793-yoljn,no,female,0,yes,yes,55,yes,no,no,no internet service,no,no,no,no,no,no,21.0,1210.3,730,1.657945205479452,False,False,True,True,False,0.0
5795-bkoye,no,female,0,yes,yes,69,yes,no,dsl,no,yes,yes,yes,no,no,no,59.1,4134.7,365,11.327945205479452,False,False,False,False,False,0.0
5795-ktgud,no,female,0,yes,no,68,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,yes,110.8,7553.6,730,10.347397260273974,False,False,False,True,False,0.0
